pipol_url,pipol_id,title,operating_unit,operating_unit_id,type_id,regular,bases,description,pipol_code,spatial_coverage_id,region_id,regions,provinces,pip,typology_id,cip,cip_type_id,trip,rdip,rdc_required,rdc_endorsed,rdc_endorsed_date,neda_secretariat_review_date,neda_submission_date,icc_endorsed_date,icc_approved_date,neda_board_date,sectors,subsectors,technical_readinesses,implementation_risk,project_status_id,iccable,updates,updates_date,pdp_chapter_id,pdp_chapters,expected_outputs,ten_point_agenda,sustainable_development_goals,gad_id,target_start_year,target_end_year,technical_readiness_id,fs_target_2018,fs_target_2019,fs_target_2020,fs_target_2021,fs_target_2022,fs_target_total,has_row,has_rap,has_row_rap,row_affected,rap_affected,row_target_2017,row_target_2018,row_target_2019,row_target_2020,row_target_2021,row_target_2022,row_target_total,rap_target_2017,rap_target_2018,rap_target_2019,rap_target_2020,rap_target_2021,rap_target_2022,rap_target_total,employment_generated,funding_sources,implementation_mode_id,nep_2017,gaa_2017,disbursement_2016,nep_2018,gaa_2018,disbursement_2017,nep_2019,gaa_2019,disbursement_2018,nep_2020,gaa_2020,disbursement_2019,nep_2021,gaa_2021,disbursement_2020,nep_2022,gaa_2022,disbursement_2021,pdp_indicators,investment_target_2016,investment_target_2017,investment_target_2018,investment_target_2019,investment_target_2020,investment_target_2021,investment_target_2022,investment_target_2023,infrastructure_target_2016,infrastructure_target_2017,infrastructure_target_2018,infrastructure_target_2019,infrastructure_target_2020,infrastructure_target_2021,infrastructure_target_2022,infrastructure_target_2023
http://pipol.neda.gov.ph/editproject/9463,9463,Implementation of Various Production Support Services,IPD,62,1,1,"['1', '2', '4']","These are services for the provision of agricultural fishery inputs to targeted beneficiaries and/or partner entities (e.g., LGUS, CSOs, POs) with the aim of increasing the level of crops, fishery, and livestock and poultry production.",2020-05001-000062,1,,[],[],1,1,0,,0,1,0,0,,,,,,,[],[],[],,1,0,This is an ongoing regular program of the Department.,21/10/2019,8,[],#NAME?,['5'],['2'],,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '173', '174', '175', '176', '5', '94', '95', '181']",0,229132000,211786000,534312000,188457314,337539092,382367567,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/24011,24011,ISSP - Information and Communications Technology (ICT) Management Support,ICTS,59,1,1,"['1', '2', '4', '7']",Provides the overall support to the ICT requirements of the Department across all programs.,2020-05001-000077,1,,[],[],1,1,0,,1,0,0,0,,,,,,,['5'],[],"['3', '9']",The procurement process and level of approval.,1,0,It is a regular program of DA-ICTS it is being implemented annually.,26/10/2019,19,['8'],"""DA Trade system expansion and upgrading of ICT facilities and equipment of research centers/ stations and quarantine stations/ ports
Bringing ATI e-Extension services to farming and fishing communities through eBUS (Bringing Unified Services) and community cyber center for knowledge management and data sharing
Mainstreaming DRRM and Climate Change Concernsinto DA RFO 7 Plans and Programs
Upgrading the IT Enterprise and Establishment of IT Building of DA RFO 4A
ICT Support for the Implementation of the Mainstreaming Climate Change Resilient Agriculture Project
Upscaling Precision Farming using Agri-bots
Halal Food and Feeds Supply Chain Traceability Project
ICT Support to AFMechERN
Community Level Information System - Barangay Network Project (CLIN-BNP)
Enhancement of DA web portal and web services
Maintenance of ICT Building and Facilities and Equipment
Enhancement and Maintenance of Regulatory Services Portal
Expansion and Maintenance of DA private networks
Expansion and upgrading of DA Wide Area Networks (WAN) and Local Area Networks (LAN)
Expansion and maintenance of National Information Network
Expansion and Maintenance of web-enabled Geographic Information Infrastructure (GII)
Development of DA Wide Systems/ Applications for Planning, Field Operations, Administrative and Finance Functions
Color-coded commodity-based Agriculture and Fisheries Mapping
Enterprise ICT support to DA Operating Units
Support to Philippine Rapid Alert System for Food and Feeds (PhilRASFF)
National Farmers and Fisherfolks Database System
Agricultural Marketing System (AMS) - Farm-Level Agricultural Exchange System (FLAMES) Project
Philippine Rubber Information Management System (PRIMES)
Farmer and Fisherfolk Enterprise Development Information System (FFEDIS)
Laboratory Information Management System (LIMS)
IT Support to the National Food Consumption and Quantification Study (NFCQS)
Rice Fund Impact Monitoring System (RiFIMS)
Data Privacy and Cybersecurity Interventions
Farm lot georeferencing and integration of drone in DRRM strategies
Credit Facilitation System
Soil and Water Laboratory Analysis Results Database System (SoiLab-DATASys)
Pest Risk Identification and Management (PRIME) Project""",['5'],['10'],,2018,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,371697000,371697000,0,371697000,371697000,0,1177350000,0,0,0,0,0,0,0,0,"['21', '128']",0,0,371697000,440303000,1177350000,1561073000,1150114000,1110114000,0,0,371697000,440303000,1177350000,1064922000,1080031000,2354977000
http://pipol.neda.gov.ph/editproject/9473,9473,Mainstreaming Climate-Resilient Agriculture (CRA) in Regional Programs and Projects - Climate Risk Vulnerability Analysis (CRVA),CRAO,63,2,0,"['1', '2', '4']","The project aims to minimize DA's institutional risks and protect government investments, and adjust development programs/projects and approach to address Climate Change risks",2020-05001-000176,1,14,"['15', '1', '2', '3', '40', '41', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",[],1,2,0,,0,1,0,0,,,,,,,[],[],[],,2,0,To be packaged as a locally-funded project,21/10/2019,8,"['14', '20']","AMIA vilages with 1. Timely, relevant, and site-specific climate information via Climate Information Services(CIS); 2. Easy access credit and affordable insurance; 3. Links to markets; 4. CCA/DDR technologies and tools; 5. Training on CCA/DDR productivity-enhancing practices/techonologies; 6. Computer-aided decision making technology.","['5', '8']","['2', '8']",,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '5', '94', '95', '180', '96']",0,150000000,142500000,80093000,160000000,160000000,240000000,143000000,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9461,9461,Market Development Services,AMAS,57,1,1,"['1', '2', '4']","These are services focused on the provision/facilitation of activities and services that support or promote the entry, sale, or consumption of agricultural and fishery products and by-products in domestic and international markets.",2020-05001-000063,1,,[],[],1,1,0,,1,1,0,0,,,,,,,['6'],['19'],"['2', '8']",,1,0,This is an ongoing regular program of the Department.,21/10/2019,8,['19'],#NAME?,['5'],['2'],,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '5', '94']",0,78692000,93315000,100544000,142873329,439185849,291910126,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32738,32738,Mindanao Inclusive Agricultural Development Project (MIADP),4Ks,50,2,0,"['4', '7']","The Mindanao Inclusive Agricultural Development Project (MIADP) covers six (6) Regions in Mindanao including Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) for the period FY 2021-2027 with an estimated project cost of PhP 6.8 Billion. MIADP intends to provide various agri.-fishery interventions appropriate for the Indigenous Cultural Communities/Indigenous Peoples (ICCs/IPs) in Mindanao. These interventions are geared towards improving the income of farmers and fisherfolk tailored to the Indigenous Knowledge System and Practices (IKSPs) in Mindanao Regions through the implementation of sustainable rural development strategies relative to poverty reduction program of the Government.
Objective:
The project aims to increase income of farmers and fisherfolk in the ICCs/IPs through the  development of sustainable agri.-fishery-based economic activities.
1.	To organize and strengthen the ICCs/IPs through capability building in planning, implementing and monitoring the interventions provided by the project. 
2.	To increase agricultural production of ICCs/IPs.
3.	To increase volume of sales of targeted agri.-fishery commodities of participating ICCs/IPs.
4.	To improve accessibility to transport agriculture and fishery-based products to the market.
5.	To increase employment opportunities in the ICCs/IPs.",2021-05001-000298,2,14,"['8', '9', '10', '11', '12', '13', '14']","['28', '29', '78', '79', '80']",1,1,1,3,1,1,0,0,,27/10/2019,,,,,['6'],['18'],['2'],"The project was initially categorized as a ""B"" consistent with the nature of these impacts and the requirements of OP4.01 (Environmental Impact Assessment).  Further assessment is now needed in regard to the following safeguards policies:  (i) Natural habitat  (OP/BP 4.04);  (ii) pest management (OP/BP 4.09) ;  (iii) indigenous peoples (OP/BP 4.10); (iv) involuntary resettlement (OP/BP 4.12); and (v) physical cultural resources (OP/BP 4.11). 

An Environmental and Social Management Framework (ESMF) need to be prepared. It would include screening procedures to guide the proponents on the type of safeguards instruments that need to be prepared depending on the sub-projects that would be funded.  This includes the preparation of environmental screening criteria and the applicable safeguard instruments such as the ESMP, Indigenous Peoples Plan (IPP), Pest Management Plan (PMP), cultural heritage inventory process, chance finds procedures, grievance redress mechanism and others.  Two studies have been completed to inform the project design: (i) “Gender Tagging in Agriculture Sector;” and (ii)“Participation of Young Farmer-Entrepreneurs in Agribusiness.”

An Operations Manual will be developed and patterned to the implementation of the PRDP. 

The risk is moderate in the implementation of the project considering that the NCIP is part in the implementation of the Project. The conduct of Field Based Investigation and FPIC with ICCs/IPs will be handled by NCIP in partnership with DA",2,0,"The project is being processed under the DA-Wide Project Clearinghouse but already presented to the NEDA, DBM, DOF and World Bank.",28/10/2019,8,"['5', '7', '11', '12', '18', '20']","Number of organized community by Ethno linguistic groups, youth and women
Increased in volume of the produce of targeted products
Increased in volume of marketed outputs of targeted products
Generated employment to the communities","['5', '11']","['1', '3']",4,2021,2023,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['2'],75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['5', '94', '97', '188']",0,0,0,0,0,1733333333,1733333333,3333333334,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9435,9435,National Corn Program,CORN,43,1,1,"['1', '2', '4']","Corn Program consist of 6 components/activities:
1. Production Support Services (PSS) - to ensure availability of quality seeds and planting materials that can be accessed by farmers, establishment of storage facilities of bufferstock to be used as storage facility of seeds to maintain quality and ensure its availability in times of calamities;
2. Market Development Services (MDS) - facilitation of market matching activities to encourage marketing tie-ups and contract growing arrangements in the farm clusters;
3. Extension Support, Education and Training Support Services (ESETS) - conduct of trainings and information dissemination that would empower farmers and extension workers; 
4. Research and Development (R&D) - conduct of researches on corn and cassava technologies through the Bureau of Agricultural Research (BAR) and DA-RFOs ;
5. Irrigation Network Planning and Contract Management Services - provision of appropriate irrigation technology for corn production; and
6. Provision of Agricultural Equipment and Facilities (PAEF) - provision of farm mechanization and postharvest machinery, equipment and facilities to corn and cassava farmers to increase productivity, competitiveness of local production and to minimize reduction from postharvest losses.",2020-05001-000102,2,14,"['15', '1', '2', '3', '40', '41', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '88']",1,1,0,,1,1,1,0,,,,,,,['6'],['19'],['9'],Poor weather condition may affect project implementation,1,0,Ongoing implementation,10/11/2019,8,['19'],"Production and distribution of seeds and planting materials;
Establishment and Maintenance of Seed Storage Facilities;
Procurement of equipment and machinery in support to DA-Station;
Organize and strengthen clusters that will increase bargaining power for farmers and facilitate market linkages for their produce;
Empower corn and cassava farmers and LGU partners through recognitions, conduct of various trainings and demonstrations relative to Good Agricultural Practices (GAP), latest technologies on cost efficiency, and appropriate mechanization and postharvest technologies;
Conduct of other researches on corn and cassava aimed at increased productivity and cost efficiency, such as the Site Specific Nutrient Management; and
Provision and construction of STW, Open Source Pumps and other alternative irrigation system (e.g. Solar Powered Irrigation System).","['4', '5']","['2', '8']",,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,2826854000,0,0,2986993000,0,1535099000,1560099000,0,1463223000,0,0,0,0,0,0,0,0,"['4', '92', '173', '177', '93', '179', '5', '94', '95', '180', '181', '182']",0,2826854000,2986993000,1560099000,1463223000,1666473174,1694299233,0,0,296580000,437642000,135248000,371970600,468043420,398309863,0
http://pipol.neda.gov.ph/editproject/9430,9430,National Fisheries Program,BFAR,25,1,1,"['1', '2', '4', '7', '8']","The Bureau of Fisheries and Aquatic Resources of the Department of Agriculture, through its National Fisheries Program implements different projects and programs that helps to improve the lives of the fisherfolks, prevent, deter and eliminate all forms of illegal, unregulated and unreported fishing and ensure the management and sustainability of fisheries resources.
Its sub-programs include:

A. Fisheries Development Program, which includes aquaculture (provision of fingerlings/broodstocks, cages, and seaweed propagules and farming implements); capture fisheries (provision of fiberglass boats and fishing gear and paraphernalia); post-harvest; and marketing development;

B. Fisheries Regulatory and law Enforcement Program;

C. Fisheries Extension Program, which includes extension, support, education and training services; establishment of technodemo farms; information support services; and stakeholders collaboration and partnership;

D. Fisheries Policy Program",2020-05001-000086,1,,[],[],1,1,0,,1,1,0,0,,,,,,,['6'],['19'],"['2', '7', '8']","Implementation Risks: 

1. Limited support of some LGU partners in the implementation of Projects.
2. Reorientation activities for new administration both from the national and local which may cause delay of project implementation.
3. Limited qualified bidder/contractor which sometimes resulted to sub-standard goods delivered.
4. The need to realign projects to prioritize the commitments of the Management.
5. Disapproval of proposed establishment or rehabilitation of facilities/equipment to complement the implementation of existing projects such as fingerlings production and fish landing centers.
6. Limited manpower in the Provincial Fisheries Offices to conduct monitoring and evaluation of project beneficiaries.

Mitigation Strategies:

1. Encourage community participation in the fabrication of some projects such as fiberglass boats to avoid bulk procurement.
2. Realign fund to cater the commitments of the Management.
3. Strengthen the capacity of the Provincial Fisheries Offices personnel to conduct monitoring and evaluation and hire additional personnel in areas where lacking.
4. Develop guidelines on the timeline of providing livelihood interventions for the beneficiaries.""",1,0,"From January to June 30, 2019 the Bureau was able to accomplished the following:

1. Capture Fisheries Sub-program
Fishing gears and paraphernalia
Units: 7,899
Individual Beneficiaries: 5,042
Group Beneficiaries: 59

2. Aquaculture Sub-program
a. Broodstock Distribution
     Units: 3,425,748
     Individual Beneficiaries: 162
     Group Beneficiaries: 18
b. Fingerlings Distribution
     Units: 254M
     Individual Beneficiaries: 12,032
     Group Beneficiaries: 504
c. Seaweed Propagules
     Units: 248,004 kgs
     Individual Beneficiaries: 666
     Group Beneficiaries: 25
d. Seaweed Farm Implements
     Units: 413 sets
     Individual Beneficiaries: 160
    Group Beneficiaries: 12
e. Mariculture Parks/Cages for Livlihood
     Units: 31
     Individual Beneficiaries: 1,128
     Group Beneficiaries: 31

3. Post-harvest Sub-program
     Units: 85
     Individual Beneficiaries: 28 
     Group Beneficiaries: 52

4. Market Development Sub-program
a. Market Monitoring conducted
      Units: 3,439
b. Investment/industry fora conducted
    Units: 8
c. Market matching facilitated
    Units: 72
d. Agri-aqua fair/exhibit conducted
    Unit: 7

5. Fisheries Regulatory and Law Enforcement Program
a. Fishery law enforcement field operations conducted: 2,058
b. Fishery facilities and products monitored and/or inspected: 7,111
c. Permit Issuance: 57,028
d. AR modules deployed: 39
e. Mangrove propagules planted: 821,000

6. ESETS
a. Trainings conducted
     Units: 411
     Individual Beneficiaries: 11,933
    Group Beneficiaries: 91",11/10/2019,8,"['19', '20']","1. Beneficiaries were provided with technical assistance, trainings, and production and livelihood support/services in both aquaculture and capture fisheries;
2. Violations and applications for permits, licenses, etc. are acted upon;
3. Fishery facilities and products are monitored;
4. New fisheries policies are formulated and some of the existing ones are reviewed.","['4', '5']","['1', '2', '5', '9', '10', '12', '13', '14']",,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,5796953000,5739923000,4092079641,51792132000,5124933000,3790466327,4311177000,4378177000,2463632637,4427836505,0,0,0,0,0,0,0,0,"['4', '92', '93', '5', '94', '95', '97']",0,5739923000,5124933000,4378177000,4427836505,4649228330,0,0,0,1254466000,122250000,93000000,40000000,1238000000,7085000000,0
http://pipol.neda.gov.ph/editproject/9742,9742,National Food Consumption Quantification Study,IPD,62,2,0,['4'],The study will provide the Department the updated data and enhanced analysis on major food consumption patterns of Filipinos and the country's current production of major food commodities. The study will also contribute to the Department's formulation of plans and programs responsive to the needs  of the people particularly in projecting the volume of food needed in the future to support the growing population.,2020-05001-000175,1,,[],[],1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,Formulation of the Study's Inception Report,26/10/2018,8,[],"i. Production Strategy (for nine commodities)
ii. Provincial Case Studies
iii. web-based information system
iv. capacitated government staff",['5'],['2'],,2019,2019,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['2'],75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9436,9436,National Livestock Program,LIVESTOCK,45,1,1,"['1', '2', '4']","The livestock program is a continuing program of the department that would make food available and affordable; increase income of livestock farmers; increase resilience to climate change risks. Program objectives includes: increase production efficiency and productivity of livestock (meat, dairy & draft) and poultry(meat, egg & day old chicks); maintain disease free condition; increase export of livestock and poultry and their products; intensify support to research and development
Components of the program include:
 i. Production Support Services (PSS);
 ii.  Market Development Services (MDS);
 iii. Extension Support, Education and Training Support Services (ESETS);
 iv. Research and Development (R&D); and
 v. Provision of Agricultural Equipment and Facilities (PAEF).

Program objectives include: increase production efficiency and productivity of livestock (meat, dairy & draft) and poultry(meat, egg & day old chicks); maintain disease free condition; increase export of livestock and poultry and their products; intensify support to research and development.",2020-05001-000181,1,14,"['15', '1', '2', '3', '40', '41', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",[],1,1,0,,1,1,0,0,,,,,,,['6'],['19'],"['2', '8']",,1,0,This is a regular program of the Department.,21/10/2019,8,['19'],"- Genetic improvement
- Native animal development
- Feeds and pasture development
- Development of halal and organic livestock and poultry farms
- Intensify GAHP implementing
- Capacity and capability building
- Strengthening of national and regional animal disease diagnostic laboratories
- Maintaining disease freedom from FMD, AI, and other exotic diseases
- Intensify disease surveillance, quarantive control and inspection
- Development of animal carcass grades
- Establishment of AAA slaughterhouse and poultry dressing plant (halal and non-halal)
- Strengthening of food safety laboratories
- Conduct surveillance of Anti-Microbial Resistance (AMR)
- Harmonize livestock research and development of national agencies and RFOs
- Conduct research on climate change resiliency, feeding stuff, and other
- Conduct traceability research for livestock product and by-products","['4', '5']","['2', '9']",,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,1537453000,0,0,2165727000,0,1172869000,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '93', '5', '94', '95']",0,1537453000,2165727000,1172869000,3002969000,3002969000,3002969000,3002969000,0,170458000,754788000,307912000,497855000,529550000,220077500,0
http://pipol.neda.gov.ph/editproject/9440,9440,National Organic Agriculture Program,NOAP,46,1,1,"['1', '2']","Continue the promotion, propagation, and strengthening the organic agriculture sector in the Philippines towards a competitive, and sustainable organic industry able to participate in the national, regional, and international trade.
Components of the program include:
i. Production Support Services (PSS) for the promotion and development of Organic Agriculture;
ii. Market Development Services (MDS) for the promotion and development of Organic Agriculture;
iii. Extension Support, Education and Training Support Services (ESETS)   for the promotion and development of Organic Agriculture;
iv. Research and Development (R&D) for the promotion and development of Organic Agriculture;
v. Irrigation Network Planning and Contract Management Services for the promotion and development of Organic Agriculture; and
vi. Provision of Agricultural Equipment and Facilities (PAEF) for the promotion and development of Organic Agriculture.",2020-05001-000171,1,,[],[],1,1,0,,1,0,0,0,,,,,,,"['4', '6']","['12', '19']",['9'],"Provision of Small Scale Irrigation Projects (SSIP)  using  alternative energy like solar, wind and hydro to rain fed and upland areas where most of the organic farms are located to avoid contamination of irrigation water from farms practicing non-organic farming that derive irrigation from communal irrigation systems. This will facilitate sustainable rural development focused on the small farmers and marginalized upland dwellers engaged in Organic Agriculture  especially from identified drought prone areas in the Philippines.",1,0,Ongoing implementation,25/10/2019,8,['19'],"a. Devote/ convert at least 5% of total agriculture area to organic farming;
b. Increase production of organic agriculture products;
c. Expand market niche/reach of organic products;
d. Increase number of certified organic farms/establishments; and
e. Increase number of organic practitioners/ farmer adopters.","['4', '5']","['2', '9', '15']",,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,817936000,0,0,802970000,0,545864000,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '93', '179', '5', '94', '95', '180', '181', '182']",0,592403680,633657185,503784900,708022000,1876664391,1473446371,917328497,0,233718000,284166185,199532900,229295000,779421492,658244637,425021135
http://pipol.neda.gov.ph/editproject/9429,9429,National Rice Program,RICE,42,1,1,"['1', '2', '4']","Rice Program consists of 6 components/activities:
1. Production Support Services (PSS) - involves promoting and ensuring availability of modern, high yielding and climate resilient rice varieties in respect with the appropriate ecosystem/area of domain to improve productivity and sustainably boost local rice production. And, maintenance of seed buffer stocking intervention to enhance preparedness for rehabilitation due to disastrous climate change events;
2. Market Development Services (MDS) - activities are Support to Market-related Activities, Product Development, Support to Export of Aromatic Rice/ Specialty Rice, Operationalization of One-Stop-Agribusiness Center (OSAC); 
3. Extension Support, Education and Training Support Services (ESETS) - capability building and information dissemination to Farmers and Agriculture Extension Workers;
4. Research and Development (R&D) - for the development of rice technologies to increase productivity and reduce production costs;
5. Irrigation Network Planning and Contract Management Services - distribution/ construction/ rehabilitation of small-scale irrigation projects (SSIPs) to primarily improve cropping intensity and productivity; and
6. Provision of Agricultural Equipment and Facilities (PAEF) - provision of facility and farm machinery assistance to reduce postharvest losses and labor cost, and to increase farmers' income and level of competitiveness.",2020-05001-000069,2,14,"['15', '1', '2', '3', '40', '41', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['1', '2', '3', '9', '26', '27', '28', '29', '30', '42', '44', '66', '69', '71', '72', '73', '74', '76', '82', '83', '88']",1,1,0,,1,1,1,0,,,,,,,['6'],"['17', '19']",['9'],Poor weather condition.,1,0,On-going implementation ; In 2019 the Market Development Services (MDS ) component / activties will be subsumed under the PAP - Implementation of Various Market Development Services.,10/11/2019,8,['19'],"Production Support:
1. Distribution of rice seeds and other inputs
2. Maintenance of buffer seeds for rehabilitation of damaged areas
3. Construction/rehabilitation of seed storages
4. Support of the DA on agricultural machinery and quick response pool

Market Development:
Facilitation of market linkages (from farm to market)

Extension Services:
1. Training and training events conducted
2. Techno demo / Model farms conducted
3. Dissemination of IEC materials
4. Training of trainors conducted
5. Farmer Field School conducted

Research and Development:
1. Number of studies to be completed within the year
2. Number of continuing studies conducted
3. Number of new studies to be started within the year

Irrigation:
1.Construction and rehabilitation of Irrigation Systems (e.g. Small Scale Irrigation Project, Solar Powered Irrigation Project)

PAEF:
1.Distribution of production and postharvest machinery
2.Construction of post-harvest facilities","['4', '5']","['2', '9']",,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,9735778740,0,0,13792143000,0,13721304767,7446076000,0,6990472000,0,0,0,0,0,0,0,0,"['4', '92', '5', '94', '95']",0,9735778761,11773244694,7446076000,6990472000,11389346382,11707933298,4661137833,0,5067025000,7690288000,2662323000,1788249260,1892466190,1895320225,0
http://pipol.neda.gov.ph/editproject/9720,9720,NDA - Comparative Impact Study of Dairy Farming vs. Pure Crop Farming as Poverty Reduction Strategy,NDA,34,2,0,"['4', '7']","Dairy Farming has always been construed to be a prohibitive and labor-intensive farming activity unlike crop farming.  Government investments have always been hugely spent for rice and high value crops while dairy programs were minimally funded in comparison.  

Statistics show that despite the lack of investments, the growth of the dairy sector has been at an average of 6.3% (2010-2015).  Small hold dairy farmers have considered dairy farming as their livelihood that can provide for their families needs.  The most compelling reason why dairy farmers continue to pursue dairying as a living is profit.

The government, the private sector and future dairy players need to be convinced that dairy farming and all of its related activities are profitable, hence, need investments.  The local dairy industry needs to be promoted as one of the agricultural commodity poverty reduction driver particularly in the rural areas.  Studies shall be documented and backed up by scientific evidence to firm up the cause, hence, this study.",2020-05001-000143,2,14,"['15', '1', '2', '3', '40', '41', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['12', '15', '17', '18', '37', '40', '49', '54']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,2,0,Project proposal submitted to FAO for possible funding,18/10/2019,8,[],"1. Scientific evidence on the benefits of dairy farming published
2. Dairy farming as a viable enterprise alongside other agricultural commodities promoted
3. Private and government sector investments on dairy programs encourage 
4. poverty reduction",['5'],['2'],,2020,2021,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['1', '3']",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,0,0,27500000,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32073,32073,NDA - Dairy Credit Window,NDA,34,2,0,"['4', '6']","To provide financial assistance to the dairy development efforts in the country through the combined credit facilities of Spain and the Philippines.
To finance the on-going business requirement of the dairy enterprise in the areas of dairy production, processing, marketing and management.",2021-05001-000227,2,5,"['2', '3', '40', '41', '5']",[],1,6,0,,0,0,0,0,,,,,,,[],[],[],,2,0,Proposal submitted to Project Development Service (PDS) of DA,18/10/2019,8,['9'],"Finance the on-going business requirement of the dairy enterprise in the areas of dairy production, processing, marketing and management.",['5'],['2'],,2021,2023,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['6'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['5', '96', '183']",0,0,0,0,0,150000000,75000000,75000000,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9809,9809,NDA - Dairy Enterprise Development Program for Agrarian Reform Communities (ARCs),NDA,34,2,0,"['4', '7']","The project aims to :
1. To capacitate and empower Agrarian Reform Communities (ARCs) through the provision of farm based trainings in dairy farming and other related dairy enterprise;
2. To provide ARCs with funding support and other logistics related to dairy farming
3. To enhance agricultural productivity through mobilization of supplies and equipment to sustain livelihood of target beneficiaries;
4. To provide better livelihood opportunities, thus increasing livelihood income and improvement of quality of life;",2020-05001-000125,2,12,"['2', '3', '10', '11', '12']","['16', '26', '27', '28', '37', '49', '69', '75']",1,1,0,,0,0,0,0,,,,,,,[],[],[],,2,0,"The said project was deferred as it is
dependent on funding sources such as GAA and ODA. There was no identified funding source for this project hence its deferment.",22/10/2019,8,['9'],"Mindanao ARC Dairy Project
1. Capacity building
2. Logistic Support
3. Provision of Dairy Goats

North Luzon ARC Dairy Project
1. Malaya Development Cooperative- equipment support and Pasture Establishment 
2. Epiphany Multi-purpose Cooperative - upgrading of native cows and equipment support
3. Cutcut II Farmers Association - Dairy Equipment support",['5'],['2'],,2021,2021,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '175', '93', '179']",0,0,0,0,0,5519875,0,0,0,0,0,0,0,0,0,0
